"url","price","institution","title","skills you will gain","css-1qajodb","ratings","reviews","level type duration"
"https://www.coursera.org/learn/mechanics-1","Free","Georgia Institute of Technology","Mechanics of Materials I: Fundamentals of Stress & Strain and Axial Loading","Software Testing, Analysis, Software Engineering, Materials, Mechanical Engineering","Skills you'll gain:","4.8","(3.2k reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/95/0cbd20372011e6be345712e5bff3f9/EngineeringSystemsMotionDynamicsOfParticles.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/western-christianity-200-1650","Free","Yale University","A Journey through Western Christianity: from Persecuted Faith to Global Religion (200 - 1650)","Business Psychology, History, Research and Design, Leadership and Management, Religion, Culture, Critical Thinking, Business Analysis, Strategy and Operations","Skills you'll gain:","4.8","(550 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/fe/6a7050d44111e69f57172efd8d77c9/Gordon_WesternChristianity.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/teacher-curriculum","Free","Commonwealth Education Trust","Foundations of Teaching for Learning: Curriculum","Entrepreneurship, Business Psychology, People Development, Teaching, Human Resources, Leadership and Management, Human Learning","Skills you'll gain:","4.6","(317 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d8/8043404d0111e789d425667b6af0a9/Curriculum.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/art-and-science-of-economic-policy","Free","Indian Institute for Human Settlements","The Art and Science of Economic Policy","","","4.8","(9 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/containerized-applications-on-aws","Free","Amazon Web Services","Containerized Applications on AWS","Cloud Computing, Kubernetes, Amazon Web Services, Web Development, Software Engineering, Docker (Software), Front-End Web Development","Skills you'll gain:","4.6","(20 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/oceanography","Free","Universitat de Barcelona","Oceanography: a key to better understand our world","Data Visualization, Computer Graphic Techniques, Operations Management, Data Analysis, Mathematics, Computer Graphics, Strategy and Operations, Theoretical Computer Science, Graph Theory, Spatial Data Analysis, Probability & Statistics, Algorithms, Epidemiology, Machine Learning, Mathematical Theory & Analysis, Scientific Visualization, Bioinformatics, Computer Vision","Skills you'll gain:","4.5","(213 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/projects/business-analysis-process-management","","Coursera Project Network","Business Analysis & Process Management","Business Process, Entrepreneurship, Process, Business Analysis, Strategy and Operations, Analysis, Business Process Management, Process Analysis","Skills you'll gain:","4.3","(1.3k reviews)","Beginner · Guided Project · Less Than 2 Hours",""
"https://www.coursera.org/projects/google-ads-beginner","","Coursera Project Network","Google Ads for Beginners","Communication, Advertising, Marketing, Google AdWords, Digital Marketing","Skills you'll gain:","4.5","(3.2k reviews)","Beginner · Guided Project · Less Than 2 Hours",""
"https://www.coursera.org/learn/introductiontoprobability","Free","University of Zurich","An Intuitive Introduction to Probability","Bayesian Network, Probability & Statistics, Data Analysis, Randomness, Bayesian Statistics, Studentized Residual, General Statistics, Probability, Probability Distribution, Bayesian, Machine Learning, Chi-Squared Distribution, Basic Descriptive Statistics","Skills you'll gain:","4.8","(1.4k reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/livestock-farming","Free","University of Illinois at Urbana-Champaign","Sustainable Food Production Through Livestock Health Management","Business Psychology, Culture, Probability & Statistics, Animal, Sustainability, Leadership and Management, Epidemiology, Behavior, Disease, Human Resources, Nutrition, Safety","Skills you'll gain:","4.8","(490 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/26/1392c18d81c21f84f37c4de112e785/food-sustainability-logo.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/cyber-conflicts","Free","The State University of New York","International Cyber Conflicts","International Law, Security, Security Engineering, Internet, Cyberattacks, Law","Skills you'll gain:","4.5","(1.4k reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b3/4dbfb0c50a11e5b79a895369e81a81/logo04.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/global-warming","Free","The University of Chicago","Global Warming I: The Science and Modeling of Climate Change","Probability & Statistics, Data Analysis, Mathematics, Research and Design, Advertising, Communication, Strategy and Operations, Business Analysis, Data Model, Marketing, Forecasting, Operations Research, Data Visualization, Algebra, Accounting, Process Analysis, Critical Thinking, Data Management","Skills you'll gain:","4.6","(386 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b6/6726d0b57611e5b5992b53a95dfdb5/coursera1-2016-square.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/gestionempresarialpyme","Free","Pontificia Universidad Católica de Chile","Gestión Empresarial Exitosa para Pymes","Data Analysis, Marketing, Human Resources, Strategy, Finance, Resource, Entrepreneurship, Strategy and Operations, Business Analysis, Leadership and Management, Accounting, Financial Analysis, Sales","Skills you'll gain:","4.8","(4.8k reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a6/556fe0e22211e48475fd723ac1d58f/Imagen-Pyme-Coursera-14.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/constitution","Free","University of Pennsylvania","Introduction to Key Constitutional Concepts and Supreme Court Cases","Constitution, Law, Interpretation","Skills you'll gain:","4.8","(1.1k reviews)","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/8d/0c3fd0d55a11e38627ff5d6657be75/Wethepeople.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/bilingual","Free","University of Houston","The Bilingual Brain","Deep Learning, Business Psychology, Entrepreneurship, Human Learning, Natural Language Processing, Machine Learning","Skills you'll gain:","4.6","(525 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/cd/fd14b03dce11e4a1fd71d3a4ba5593/bilingual-logo.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/old-norse-mythology-sources","Free","University of Colorado Boulder","Old Norse Mythology in the Sources","Business Psychology, Computer Graphics, Human Computer Interaction, Interactive Design, Leadership and Management, Culture","Skills you'll gain:","4.7","(100 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/sig-1","Free","École Polytechnique Fédérale de Lausanne","Systèmes d’Information Géographique - Partie 1","Databases, Business Psychology, Statistical Programming, SQL, Data Visualization, Human Resources, Geographic Information System, ArcGIS, Data Management, Spatial Analysis, Geovisualization, Training","Skills you'll gain:","4.5","(259 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/success","Free","University of Michigan","The Science of Success: What Researchers Know that You Should Know","Communication, Human Resources, Professional Development, People Development, Entrepreneurship, Leadership and Management, Personal Advertisement, Marketing, Business Psychology","Skills you'll gain:","4.8","(2.5k reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/innovacion-docencia-universitaria","Free","Universitat de Barcelona","Claves para la innovación en la docencia universitaria","Research and Design, Entrepreneurship, Innovation, Problem Solving, Teaching","Skills you'll gain:","4.8","(1.2k reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/plantknows","Free","Tel Aviv University","Understanding Plants - Part I: What a Plant Knows","Genetics, Probability & Statistics, Experiment, Biology","Skills you'll gain:","4.8","(1.6k reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/bugs-101","Free","University of Alberta","Bugs 101: Insect-Human Interactions","Probability & Statistics, Biology, Epidemiology","Skills you'll gain:","4.9","(1.1k reviews)","Beginner · Course · 3-6 Months",""
"https://www.coursera.org/learn/competencias-digitales-herramientas-basicas","Free","Universitat Autònoma de Barcelona","Competencias digitales. Conceptos y herramientas básicas","Software, System Software, Security Software, Operating Systems, Internet, Security Engineering","Skills you'll gain:","4.7","(444 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/49/0821372680491ca7afe9ad6872efed/1.-PC.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/international-law-in-action","Free","Universiteit Leiden","International Law in Action: A Guide to the International Courts and Tribunals in The Hague","Justice, Law, International Law","Skills you'll gain:","4.8","(1k reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/6a/e98dd04fee11e5a057c1ed63b06207/Course-Image.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/administracao-financeira","Free","Insper","Administração Financeira","Financial Accounting, Data Analysis, Financial Management, Investment Management, Finance, Accounting, Business Analysis, Sales, Financial Analysis","Skills you'll gain:","4.8","(723 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/19/a90120b33e11e7a311a30a4d38c633/logo-course_financas.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/sexualidad","Free","Universidad de los Andes","Sexualidad...mucho más que sexo","","","4.8","(5.4k reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/internetgiants","Free","The University of Chicago","Internet Giants: The Law and Economics of Media Platforms","Behavioral Economics, Business Psychology, Intellectual Property, Entrepreneurship, Virtual Reality, Human Computer Interaction, Strategy and Operations, Computer Graphics, Strategy, Finance, Market (Economics), Economics, Marketing, Leadership and Management, .Properties, Computer Networking, Sales, Regulations and Compliance, Law, Interpretation, Internet","Skills you'll gain:","4.8","(1k reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/art-activity","Free","The Museum of Modern Art","Art & Activity: Interactive Strategies for Engaging with Art","Communication, Business Analysis, Strategy and Operations, Research and Design, Creativity, Critical Thinking, Teaching, Art, Entrepreneurship","Skills you'll gain:","4.8","(1.1k reviews)","Mixed · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/cybersecurity-for-managers","Free","Campus BBVA","Cybersecurity for Managers","Computer Architecture, System Security, Mobile Development, Cryptography, Software Engineering, Network Architecture, Software Security, Security, Mobile Security, Operating Systems, Software Architecture, Theoretical Computer Science, Computer Networking, Computer Security Incident Management, Security Engineering, Distributed Computing Architecture, Cyberattacks, Network Security","Skills you'll gain:","4.7","(106 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/negociacao","Free","University of Michigan","Negociações de sucesso: estratégias e habilidades essenciais (em Português)","Strategy and Operations, Communication, Entrepreneurship, Negotiation, Leadership and Management, Strategy, Marketing, Sales","Skills you'll gain:","4.9","(1.4k reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/arts-culture-strategy","Free","University of Pennsylvania","Arts and Culture Strategy","Communication, Entrepreneurship, Strategy and Operations, Culture, Leadership and Management, Business Psychology, History, Organizational Development, Strategy, Sales, Marketing, Art","Skills you'll gain:","4.7","(182 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/droits-de-lhomme","Free","University of Geneva","Introduction aux Droits de l’Homme","Law, International Law","Skills you'll gain:","4.9","(1.5k reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/wgs-bacteria","Free","Technical University of Denmark (DTU)","Whole genome sequencing of bacterial genomes - tools and applications","Databases, Data Analysis, Analysis, Probability & Statistics, Bioinformatics","Skills you'll gain:","4.6","(1.2k reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/glasscock","Free","Rice University","English and Academic Preparation - Pre-Collegiate","Listening, Communication, Writing, Essay Writing, English Language, Language, Speech, Grammar","Skills you'll gain:","4.5","(86 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/microeconomics-part2","Free","University of Pennsylvania","Microeconomics: When Markets Fail","Behavioral Economics, Business Psychology, Leadership and Management","Skills you'll gain:","4.8","(554 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/cc/d29c75169172a7c1b1cdb15bb47b4c/DS_tax.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/black-holes-astro-101","Free","University of Alberta","Astro 101: Black Holes","Mathematics, Tailored Access Operations, Data Visualization, Scientific Visualization, Physics, Astronomy, Quantum Mechanics","Skills you'll gain:","4.8","(887 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/22/e065b0847d11e8b9e57f3230dbfc51/Astro-Poster_Square-03-_1_.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/geopolitics-europe","Free","Sciences Po","Geopolitics of Europe","Data Visualization, Leadership and Management, General Statistics, Probability & Statistics, Geostatistics","Skills you'll gain:","4.4","(562 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/30/09b9a04f3a11e6b47af7cd164b30e5/geopolitique_europe.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/cybersecurity-in-healthcare","Free","Erasmus University Rotterdam","Cybersecurity in Healthcare (Hospitals & Care Centres)","Social Media, Communication, Human Computer Interaction, Marketing, Security Strategy, Human Factors (Security), Finance, Security Engineering, Cyberattacks, Regulations and Compliance, Software Security","Skills you'll gain:","4.6","(146 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/gastronomy","Free","The Hong Kong University of Science and Technology","The Science of Gastronomy","Product Management, Chemistry, Design and Product, Strategy and Operations","Skills you'll gain:","4.6","(666 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/algae","Free","University of California San Diego","Introduction to Algae","Biology","Skills you'll gain:","4.7","(1.1k reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/chinesepolitics1","Free","The Hong Kong University of Science and Technology","Chinese Politics Part 1 – China and Political Science","Entrepreneurship, Business Psychology, Leadership and Management, Strategy, Strategy and Operations, Marketing, Political Science, Sales, Organizational Development","Skills you'll gain:","4.8","(301 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/covid19clinicalupdate","Free","University of Florida","COVID-19 - A clinical update","Supply Chain and Logistics, Probability & Statistics, Epidemiology","Skills you'll gain:","4.7","(319 reviews)","Intermediate · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/engineering-mechanics-statics-2","Free","Georgia Institute of Technology","Applications in Engineering Mechanics","Applied Mathematics, Entrepreneurship, Mathematics, Research and Design, Mechanical Engineering, Leadership and Management, Problem Solving","Skills you'll gain:","4.8","(1.1k reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/gestionar-personas","Free","IESE Business School","Claves para Gestionar Personas","Entrepreneurship, Resource, Human Resources, Strategy and Operations, Finance, Recruitment, Leadership and Management, Budget Management, Leadership, Sales","Skills you'll gain:","4.8","(2k reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/large-marine-ecosystems","Free","University of Cape Town","Large Marine Ecosystems: Assessment and Management","Business Psychology, Strategy and Operations, Data Analysis, Entrepreneurship, Organizational Development, Leadership and Management, Project Management","Skills you'll gain:","4.8","(254 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/intro-teste-de-software","Free","Universidade de São Paulo","Introdução ao Teste de Software","Software Testing, Software Engineering, Software","Skills you'll gain:","4.8","(351 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/refugees-21st-century","Free","University of London","Refugees in the 21st Century","Business Psychology, Entrepreneurship, Leadership and Management, Probability & Statistics, Child, Research and Design, Strategy and Operations, Business Analysis, Problem Solving, General Statistics, Human Learning, Humanitarian, Critical Thinking, Law, International Law","Skills you'll gain:","4.8","(431 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b3/14e9e0e04841de9725a94a11752c86/WK4-at-1.29.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/climate-science","Free","The World Bank Group","From Climate Science to Action","Entrepreneurship, Business Psychology, Sustainability, Resilience, Climate Change","Skills you'll gain:","4.7","(322 reviews)","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/67/c10500070611e6941927c8e059fa72/mam.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/anticorrupcion-introduccion","Free","Universidad Nacional Autónoma de México","Anticorrupción: Introducción a conceptos y perspectiva práctica","","","4.8","(1.2k reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/6e/31072e12934d09a96dbf7317182f40/Anticorrupcion_FINAL.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/sports-society","Free","Duke University","Sports and Society","Business Psychology, History, Mathematics, Leadership and Management, Culture, Game Theory, Sports","Skills you'll gain:","4.8","(1.1k reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/contrats","Free","University of Geneva","Rédaction de contrats","Strategy and Operations, Communication, Writing, Law, Contract Management","Skills you'll gain:","4.8","(691 reviews)","Mixed · Course · 1-3 Months",""
"https://www.coursera.org/learn/mentaliser","Free","University of Geneva","Mentaliser : de la théorie à l’intervention clinique","Business Psychology, Epidemiology, Probability & Statistics, General Statistics","Skills you'll gain:","4.9","(75 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/physical-therapy-exercise","Free","University of Toronto","Managing Your Health: The Role of Physical Therapy and Exercise","Business Psychology, Human Resources, Probability & Statistics, Benefits, Disease, Training, Exercise, Epidemiology","Skills you'll gain:","4.6","(530 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/material-informatics","Free","Georgia Institute of Technology","Materials Data Sciences and Informatics","Experiment, Data Analysis, Probability & Statistics, Computer Programming, Design and Product, Materials, User Experience, Big Data, Dimensionality Reduction, General Statistics, Data Management, Computer Programming Tools, Machine Learning, Human Computer Interaction","Skills you'll gain:","4.5","(296 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/entreprendre-culture","Free","Sciences Po","Entreprendre dans les Industries Culturelles à l'ère du numérique","Business Psychology, Entrepreneurship, Supply Chain and Logistics, Marketing, Finance, Brand Management, Leadership and Management, Research and Design, Entrepreneurial Finance, Culture, Human Computer Interaction, Planning, Leadership, Financial Management, Innovation, Sales, Content Marketing","Skills you'll gain:","4.6","(128 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/projects/introduction-microsoft-excel","","Coursera Project Network","Introduction to Microsoft Excel","Spreadsheet, Data Analysis, Data Analysis Software, Spreadsheet Software, Business Analysis, Microsoft Excel","Skills you'll gain:","4.6","(810 reviews)","Intermediate · Guided Project · Less Than 2 Hours",""
"https://www.coursera.org/learn/plato","Free","University of Pennsylvania","Ancient Philosophy: Plato & His Predecessors","Research and Design, History, Strategy and Operations, Philosophy, Critical Thinking","Skills you'll gain:","4.8","(1.4k reviews)","Mixed · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/excellence-operationnelle","Free","ESSEC Business School","L'excellence opérationnelle en pratique","Business Psychology, Entrepreneurship, Human Resources, Strategy and Operations, Strategy, Pdca, Leadership and Management, Research and Design, Problem Solving, Organizational Development, Sales, Leadership Development, Marketing, Performance Management, Operations Management","Skills you'll gain:","4.8","(513 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/contracts-2","Free","Yale University","American Contract Law II","Negotiation, Communication, Business Analysis, Critical Thinking, Research and Design, Marketing, Writing, Sales, Contract Management, Strategy and Operations, Business Communication","Skills you'll gain:","4.9","(191 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/54/3ffc10fc9b11e8af18f5dd906f37db/Contracts-II.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/model-thinking","Free","University of Michigan","Model Thinking","Product Management, Probability & Statistics, Communication, Product Marketing, Entrepreneurship, Research and Design, Strategy and Operations, Strategic Thinking, Critical Thinking, Advertising, Market Research, Economics, Business Analysis, Design and Product, Leadership and Management, Markov Model, Decision Making, Problem Solving, Marketing, Thought, Machine Learning, Strategy, Sales, Modeling","Skills you'll gain:","4.8","(2.1k reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/c3/5ed1400f7911e7b0a8b13715a02d09/large-icon.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/manage-stress-police","Free","University of Toronto","Understanding and Managing the Stresses of Police Work","Leadership and Management, Communication, Emotional Intelligence","Skills you'll gain:","4.8","(273 reviews)","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/90/ff99f68d344be9b993091d8d41ad4e/Officer_in_chair.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/resilience-in-children","Free","University of Minnesota","Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives","Resilience, Child, Family","Skills you'll gain:","4.8","(580 reviews)","Mixed · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/54/a9de60a59c11e89ef0910321af730f/happy-children-playing-on-hot-summertime_rtV2ZapSo-sq-_1_.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/risk-in-modern-society","Free","Universiteit Leiden","Risk in Modern Society","Entrepreneurship, Strategy and Operations, Leadership and Management, Marketing, Risk Management, Sales, Strategy, Security Engineering, Risk, Cyberattacks, Finance","Skills you'll gain:","4.7","(175 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/6a/465360e4a511e7b8936dbbff84b73d/C4GENN.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/designing-future-of-work","Free","UNSW Sydney (The University of New South Wales)","Designing the Future of Work","Business Transformation, Research and Design, Business Psychology, Leadership and Management, Entrepreneurship, Business Analysis, Design Thinking, Problem Solving, Adaptability","Skills you'll gain:","4.7","(194 reviews)","Beginner · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/5e/e900d07e9711e89fc20333839fc209/BDF-Course-Logo-1200x1200px-v5.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/mindfulness","Free","Universiteit Leiden","De-Mystifying Mindfulness","Meditation, Mindfulness","Skills you'll gain:","4.8","(1.5k reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/valuing-nature-and-people-to-inform-business-decision-making","Free","Capitals Coalition","Valuing nature and people to inform business decision-making","Software Engineering, Software Testing, Strategy and Operations, Critical Thinking, Research and Design, Business Analysis","Skills you'll gain:","4.6","(23 reviews)","Beginner · Course · 1-4 Weeks",""
"https://www.coursera.org/learn/chronic-pain","Free","University of Minnesota","Preventing Chronic Pain: A Human Systems Approach","Business Psychology, Entrepreneurship, Leadership and Management, Communication, Research and Design, Resilience, Critical Thinking, Probability & Statistics, Strategy and Operations, Adaptability, Business Analysis, Epidemiology","Skills you'll gain:","4.7","(330 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/bim-application","Free","National Taiwan University","BIM Application for Engineers","Strategy and Operations, Project, Entrepreneurship, Budget Management, Finance, Leadership and Management, Business Analysis, Simulation, Computer Graphics, Modeling, Architecture, Project Management, Graphics Software","Skills you'll gain:","4.7","(378 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/design-language","Free","California Institute of the Arts","The Language of Design: Form and Meaning","Communication, Computer Graphics, Graphic Design, Design and Product, Visual Design, Research and Design, Language, Art","Skills you'll gain:","4.6","(602 reviews)","Beginner · Course · 1-3 Months",""
"https://www.coursera.org/learn/hydro-wind-solar-power-resources-variability-forecast","Free","École Polytechnique","Hydro, Wind & Solar power: Resources, Variability & Forecast","Operations Management, Resource, Energy, Probability & Statistics, Strategy and Operations, Finance, Budget Management","Skills you'll gain:","4.6","(31 reviews)","Intermediate · Course · 1-3 Months",""
"https://www.coursera.org/learn/citizenship-rule-of-law","Free","University of London","Citizenship and the Rule of Law","Law","Skills you'll gain:","4.8","(342 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/96/20579eb96240b0a7a892ec5545dbc6/iStock-1152840785.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/actualizacion-manejo-diabetes-tipo-2","Free","Universidad Nacional Autónoma de México","Actualización en el manejo del paciente con diabetes mellitus tipo 2","Medicine","Skills you'll gain:","4.8","(1.2k reviews)","Mixed · Course · 1-4 Weeks","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/20/b613075a114574be014b318707f049/Diabetes._FINALpsd.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
"https://www.coursera.org/learn/youth-health","Free","The University of Melbourne","Global Adolescent Health","","","4.8","(95 reviews)","Beginner · Course · 1-3 Months","https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/5f/d19730def211e3a071032b18023e18/GAH-Image_Final.png?auto=format%2Ccompress&dpr=1&w=330&h=330&q=25&fit=fill"
